,record_identifier,meter_number,consumption,file_type_identifier,company_id,file_generation_number,measurement_datetime,file_creation_datetime
84,CONSU,3,12.87,SMRT,GAZ,PN000002,2019/10/15 21:00:00,2019/10/16 10:29:41
85,CONSU,3,5.72,SMRT,GAZ,PN000002,2019/10/15 22:00:00,2019/10/16 10:29:41
86,CONSU,3,17.72,SMRT,GAZ,PN000002,2019/10/15 23:00:00,2019/10/16 10:29:41
87,CONSU,3,17.9,SMRT,GAZ,PN000002,2019/10/16 00:00:00,2019/10/16 10:29:41
88,CONSU,3,4.75,SMRT,GAZ,PN000002,2019/10/16 01:00:00,2019/10/16 10:29:41
89,CONSU,3,11.08,SMRT,GAZ,PN000002,2019/10/16 02:00:00,2019/10/16 10:29:41
90,CONSU,3,8.77,SMRT,GAZ,PN000002,2019/10/16 03:00:00,2019/10/16 10:29:41
91,CONSU,3,5.98,SMRT,GAZ,PN000002,2019/10/16 04:00:00,2019/10/16 10:29:41
92,CONSU,3,9.4,SMRT,GAZ,PN000002,2019/10/16 05:00:00,2019/10/16 10:29:41
93,CONSU,3,4.21,SMRT,GAZ,PN000002,2019/10/16 06:00:00,2019/10/16 10:29:41
1,CONSU,1,15.88,SMRT,GAZ,PN000003,2019/10/14 15:00:00,2019/10/16 10:29:42
2,CONSU,1,18.48,SMRT,GAZ,PN000003,2019/10/14 16:00:00,2019/10/16 10:29:42
3,CONSU,1,0.06,SMRT,GAZ,PN000003,2019/10/14 17:00:00,2019/10/16 10:29:42
4,CONSU,1,11.84,SMRT,GAZ,PN000003,2019/10/14 18:00:00,2019/10/16 10:29:42
5,CONSU,1,11.42,SMRT,GAZ,PN000003,2019/10/14 19:00:00,2019/10/16 10:29:42
6,CONSU,1,2.39,SMRT,GAZ,PN000003,2019/10/14 20:00:00,2019/10/16 10:29:42
7,CONSU,1,17.32,SMRT,GAZ,PN000003,2019/10/14 21:00:00,2019/10/16 10:29:42
8,CONSU,1,17.92,SMRT,GAZ,PN000003,2019/10/14 22:00:00,2019/10/16 10:29:42
9,CONSU,1,18.08,SMRT,GAZ,PN000003,2019/10/14 23:00:00,2019/10/16 10:29:42
10,CONSU,1,18.87,SMRT,GAZ,PN000003,2019/10/15 00:00:00,2019/10/16 10:29:42
11,CONSU,1,5.09,SMRT,GAZ,PN000003,2019/10/15 01:00:00,2019/10/16 10:29:42
12,CONSU,1,8.9,SMRT,GAZ,PN000003,2019/10/15 02:00:00,2019/10/16 10:29:42
13,CONSU,1,14.16,SMRT,GAZ,PN000003,2019/10/15 03:00:00,2019/10/16 10:29:42
14,CONSU,1,7.02,SMRT,GAZ,PN000003,2019/10/15 04:00:00,2019/10/16 10:29:42
15,CONSU,1,0.98,SMRT,GAZ,PN000003,2019/10/15 05:00:00,2019/10/16 10:29:42
16,CONSU,1,15.82,SMRT,GAZ,PN000003,2019/10/15 06:00:00,2019/10/16 10:29:42
17,CONSU,1,17.68,SMRT,GAZ,PN000003,2019/10/15 07:00:00,2019/10/16 10:29:42
18,CONSU,1,1.25,SMRT,GAZ,PN000003,2019/10/15 08:00:00,2019/10/16 10:29:42
19,CONSU,1,9.73,SMRT,GAZ,PN000003,2019/10/15 09:00:00,2019/10/16 10:29:42
20,CONSU,1,3.21,SMRT,GAZ,PN000003,2019/10/15 10:00:00,2019/10/16 10:29:42
21,CONSU,1,12.84,SMRT,GAZ,PN000003,2019/10/15 11:00:00,2019/10/16 10:29:42
22,CONSU,1,19.49,SMRT,GAZ,PN000003,2019/10/15 12:00:00,2019/10/16 10:29:42
23,CONSU,1,5.55,SMRT,GAZ,PN000003,2019/10/15 13:00:00,2019/10/16 10:29:42
24,CONSU,1,13.05,SMRT,GAZ,PN000003,2019/10/15 14:00:00,2019/10/16 10:29:42
25,CONSU,1,18.33,SMRT,GAZ,PN000003,2019/10/15 15:00:00,2019/10/16 10:29:42
26,CONSU,1,18.45,SMRT,GAZ,PN000003,2019/10/15 16:00:00,2019/10/16 10:29:42
27,CONSU,1,9.86,SMRT,GAZ,PN000003,2019/10/15 17:00:00,2019/10/16 10:29:42
28,CONSU,1,15.13,SMRT,GAZ,PN000003,2019/10/15 18:00:00,2019/10/16 10:29:42
29,CONSU,1,8.38,SMRT,GAZ,PN000003,2019/10/15 19:00:00,2019/10/16 10:29:42
30,CONSU,1,11.35,SMRT,GAZ,PN000003,2019/10/15 20:00:00,2019/10/16 10:29:42
31,CONSU,1,2.53,SMRT,GAZ,PN000003,2019/10/15 21:00:00,2019/10/16 10:29:42
32,CONSU,1,5.17,SMRT,GAZ,PN000003,2019/10/15 22:00:00,2019/10/16 10:29:42
33,CONSU,1,4.84,SMRT,GAZ,PN000003,2019/10/15 23:00:00,2019/10/16 10:29:42
34,CONSU,1,1.73,SMRT,GAZ,PN000003,2019/10/16 00:00:00,2019/10/16 10:29:42
35,CONSU,1,9.62,SMRT,GAZ,PN000003,2019/10/16 01:00:00,2019/10/16 10:29:42
36,CONSU,1,16.6,SMRT,GAZ,PN000003,2019/10/16 02:00:00,2019/10/16 10:29:42
37,CONSU,1,4.94,SMRT,GAZ,PN000003,2019/10/16 03:00:00,2019/10/16 10:29:42
38,CONSU,1,10.72,SMRT,GAZ,PN000003,2019/10/16 04:00:00,2019/10/16 10:29:42
39,CONSU,1,7.85,SMRT,GAZ,PN000003,2019/10/16 05:00:00,2019/10/16 10:29:42
40,CONSU,1,4.06,SMRT,GAZ,PN000003,2019/10/16 06:00:00,2019/10/16 10:29:42
41,CONSU,1,12.64,SMRT,GAZ,PN000003,2019/10/16 07:00:00,2019/10/16 10:29:42
42,CONSU,1,7.6,SMRT,GAZ,PN000003,2019/10/16 08:00:00,2019/10/16 10:29:42
43,CONSU,1,10.37,SMRT,GAZ,PN000003,2019/10/16 09:00:00,2019/10/16 10:29:42
44,CONSU,1,12.67,SMRT,GAZ,PN000003,2019/10/16 10:00:00,2019/10/16 10:29:42
45,CONSU,1,11.51,SMRT,GAZ,PN000003,2019/10/16 11:00:00,2019/10/16 10:29:42
46,CONSU,1,14.46,SMRT,GAZ,PN000003,2019/10/16 12:00:00,2019/10/16 10:29:42
47,CONSU,1,2.75,SMRT,GAZ,PN000003,2019/10/16 13:00:00,2019/10/16 10:29:42
48,CONSU,1,6.59,SMRT,GAZ,PN000003,2019/10/16 14:00:00,2019/10/16 10:29:42
49,CONSU,1,15.33,SMRT,GAZ,PN000003,2019/10/16 15:00:00,2019/10/16 10:29:42
50,CONSU,2,0.74,SMRT,GAZ,PN000003,2019/10/14 19:00:00,2019/10/16 10:29:42
51,CONSU,2,12.95,SMRT,GAZ,PN000003,2019/10/14 20:00:00,2019/10/16 10:29:42
52,CONSU,2,7.93,SMRT,GAZ,PN000003,2019/10/14 21:00:00,2019/10/16 10:29:42
53,CONSU,2,15.26,SMRT,GAZ,PN000003,2019/10/14 22:00:00,2019/10/16 10:29:42
54,CONSU,2,6.91,SMRT,GAZ,PN000003,2019/10/14 23:00:00,2019/10/16 10:29:42
55,CONSU,2,2.01,SMRT,GAZ,PN000003,2019/10/15 00:00:00,2019/10/16 10:29:42
56,CONSU,2,2.54,SMRT,GAZ,PN000003,2019/10/15 01:00:00,2019/10/16 10:29:42
57,CONSU,2,18.18,SMRT,GAZ,PN000003,2019/10/15 02:00:00,2019/10/16 10:29:42
58,CONSU,2,19.65,SMRT,GAZ,PN000003,2019/10/15 03:00:00,2019/10/16 10:29:42
59,CONSU,2,3.27,SMRT,GAZ,PN000003,2019/10/15 04:00:00,2019/10/16 10:29:42
60,CONSU,2,4.44,SMRT,GAZ,PN000003,2019/10/15 05:00:00,2019/10/16 10:29:42
61,CONSU,2,1.88,SMRT,GAZ,PN000003,2019/10/15 06:00:00,2019/10/16 10:29:42
62,CONSU,2,5.83,SMRT,GAZ,PN000003,2019/10/15 07:00:00,2019/10/16 10:29:42
63,CONSU,2,4.67,SMRT,GAZ,PN000003,2019/10/15 08:00:00,2019/10/16 10:29:42
64,CONSU,2,7.45,SMRT,GAZ,PN000003,2019/10/15 09:00:00,2019/10/16 10:29:42
65,CONSU,2,9.82,SMRT,GAZ,PN000003,2019/10/15 10:00:00,2019/10/16 10:29:42
66,CONSU,2,14.81,SMRT,GAZ,PN000003,2019/10/15 11:00:00,2019/10/16 10:29:42
67,CONSU,2,14.04,SMRT,GAZ,PN000003,2019/10/15 12:00:00,2019/10/16 10:29:42
68,CONSU,2,13.23,SMRT,GAZ,PN000003,2019/10/15 13:00:00,2019/10/16 10:29:42
69,CONSU,2,14.34,SMRT,GAZ,PN000003,2019/10/15 14:00:00,2019/10/16 10:29:42
70,CONSU,2,0.06,SMRT,GAZ,PN000003,2019/10/15 15:00:00,2019/10/16 10:29:42
71,CONSU,2,0.32,SMRT,GAZ,PN000003,2019/10/15 16:00:00,2019/10/16 10:29:42
72,CONSU,2,8.61,SMRT,GAZ,PN000003,2019/10/15 17:00:00,2019/10/16 10:29:42
73,CONSU,2,12.86,SMRT,GAZ,PN000003,2019/10/15 18:00:00,2019/10/16 10:29:42
74,CONSU,2,6.87,SMRT,GAZ,PN000003,2019/10/15 19:00:00,2019/10/16 10:29:42
75,CONSU,2,0.07,SMRT,GAZ,PN000003,2019/10/15 20:00:00,2019/10/16 10:29:42
76,CONSU,2,9.9,SMRT,GAZ,PN000003,2019/10/15 21:00:00,2019/10/16 10:29:42
77,CONSU,2,0.38,SMRT,GAZ,PN000003,2019/10/15 22:00:00,2019/10/16 10:29:42
78,CONSU,2,10.5,SMRT,GAZ,PN000003,2019/10/15 23:00:00,2019/10/16 10:29:42
79,CONSU,2,4.18,SMRT,GAZ,PN000003,2019/10/16 00:00:00,2019/10/16 10:29:42
80,CONSU,2,10.27,SMRT,GAZ,PN000003,2019/10/16 01:00:00,2019/10/16 10:29:42
81,CONSU,2,19.14,SMRT,GAZ,PN000003,2019/10/16 02:00:00,2019/10/16 10:29:42
82,CONSU,2,0.87,SMRT,GAZ,PN000003,2019/10/16 03:00:00,2019/10/16 10:29:42
83,CONSU,2,17.72,SMRT,GAZ,PN000003,2019/10/16 04:00:00,2019/10/16 10:29:42
84,CONSU,2,10.4,SMRT,GAZ,PN000003,2019/10/16 05:00:00,2019/10/16 10:29:42
85,CONSU,2,7.31,SMRT,GAZ,PN000003,2019/10/16 06:00:00,2019/10/16 10:29:42
86,CONSU,2,9.42,SMRT,GAZ,PN000003,2019/10/16 07:00:00,2019/10/16 10:29:42
87,CONSU,2,4.39,SMRT,GAZ,PN000003,2019/10/16 08:00:00,2019/10/16 10:29:42
88,CONSU,2,6.81,SMRT,GAZ,PN000003,2019/10/16 09:00:00,2019/10/16 10:29:42
89,CONSU,3,8.58,SMRT,GAZ,PN000003,2019/10/14 19:00:00,2019/10/16 10:29:42
90,CONSU,3,7.7,SMRT,GAZ,PN000003,2019/10/14 20:00:00,2019/10/16 10:29:42
91,CONSU,3,4.93,SMRT,GAZ,PN000003,2019/10/14 21:00:00,2019/10/16 10:29:42
92,CONSU,3,4.53,SMRT,GAZ,PN000003,2019/10/14 22:00:00,2019/10/16 10:29:42
93,CONSU,3,5.68,SMRT,GAZ,PN000003,2019/10/14 23:00:00,2019/10/16 10:29:42
94,CONSU,3,5.02,SMRT,GAZ,PN000003,2019/10/15 00:00:00,2019/10/16 10:29:42
95,CONSU,3,8.83,SMRT,GAZ,PN000003,2019/10/15 01:00:00,2019/10/16 10:29:42
96,CONSU,3,19.62,SMRT,GAZ,PN000003,2019/10/15 02:00:00,2019/10/16 10:29:42
97,CONSU,3,14.0,SMRT,GAZ,PN000003,2019/10/15 03:00:00,2019/10/16 10:29:42
98,CONSU,3,18.59,SMRT,GAZ,PN000003,2019/10/15 04:00:00,2019/10/16 10:29:42
99,CONSU,3,18.42,SMRT,GAZ,PN000003,2019/10/15 05:00:00,2019/10/16 10:29:42
100,CONSU,3,10.64,SMRT,GAZ,PN000003,2019/10/15 06:00:00,2019/10/16 10:29:42
101,CONSU,3,7.68,SMRT,GAZ,PN000003,2019/10/15 07:00:00,2019/10/16 10:29:42
102,CONSU,3,7.66,SMRT,GAZ,PN000003,2019/10/15 08:00:00,2019/10/16 10:29:42
103,CONSU,3,11.89,SMRT,GAZ,PN000003,2019/10/15 09:00:00,2019/10/16 10:29:42
104,CONSU,3,2.34,SMRT,GAZ,PN000003,2019/10/15 10:00:00,2019/10/16 10:29:42
105,CONSU,3,10.8,SMRT,GAZ,PN000003,2019/10/15 11:00:00,2019/10/16 10:29:42
106,CONSU,3,10.69,SMRT,GAZ,PN000003,2019/10/15 12:00:00,2019/10/16 10:29:42
107,CONSU,3,15.92,SMRT,GAZ,PN000003,2019/10/15 13:00:00,2019/10/16 10:29:42
108,CONSU,3,2.44,SMRT,GAZ,PN000003,2019/10/15 14:00:00,2019/10/16 10:29:42
109,CONSU,3,9.83,SMRT,GAZ,PN000003,2019/10/15 15:00:00,2019/10/16 10:29:42
110,CONSU,3,9.67,SMRT,GAZ,PN000003,2019/10/15 16:00:00,2019/10/16 10:29:42
111,CONSU,3,2.44,SMRT,GAZ,PN000003,2019/10/15 17:00:00,2019/10/16 10:29:42
112,CONSU,3,14.93,SMRT,GAZ,PN000003,2019/10/15 18:00:00,2019/10/16 10:29:42
113,CONSU,3,12.98,SMRT,GAZ,PN000003,2019/10/15 19:00:00,2019/10/16 10:29:42
114,CONSU,3,10.04,SMRT,GAZ,PN000003,2019/10/15 20:00:00,2019/10/16 10:29:42
115,CONSU,3,2.04,SMRT,GAZ,PN000003,2019/10/15 21:00:00,2019/10/16 10:29:42
116,CONSU,3,14.23,SMRT,GAZ,PN000003,2019/10/15 22:00:00,2019/10/16 10:29:42
117,CONSU,3,15.34,SMRT,GAZ,PN000003,2019/10/15 23:00:00,2019/10/16 10:29:42
118,CONSU,3,14.75,SMRT,GAZ,PN000003,2019/10/16 00:00:00,2019/10/16 10:29:42
119,CONSU,3,8.08,SMRT,GAZ,PN000003,2019/10/16 01:00:00,2019/10/16 10:29:42
120,CONSU,3,4.28,SMRT,GAZ,PN000003,2019/10/16 02:00:00,2019/10/16 10:29:42
121,CONSU,3,4.09,SMRT,GAZ,PN000003,2019/10/16 03:00:00,2019/10/16 10:29:42
122,CONSU,3,16.05,SMRT,GAZ,PN000003,2019/10/16 04:00:00,2019/10/16 10:29:42
123,CONSU,3,18.1,SMRT,GAZ,PN000003,2019/10/16 05:00:00,2019/10/16 10:29:42
124,CONSU,3,16.63,SMRT,GAZ,PN000003,2019/10/16 06:00:00,2019/10/16 10:29:42
125,CONSU,3,16.79,SMRT,GAZ,PN000003,2019/10/16 07:00:00,2019/10/16 10:29:42
126,CONSU,3,0.02,SMRT,GAZ,PN000003,2019/10/16 08:00:00,2019/10/16 10:29:42
127,CONSU,3,6.73,SMRT,GAZ,PN000003,2019/10/16 09:00:00,2019/10/16 10:29:42
128,CONSU,3,6.96,SMRT,GAZ,PN000003,2019/10/16 10:00:00,2019/10/16 10:29:42
1,CONSU,1,15.43,SMRT,GAZ,PN000004,2019/10/14 00:00:00,2019/10/16 10:29:43
2,CONSU,1,7.38,SMRT,GAZ,PN000004,2019/10/14 01:00:00,2019/10/16 10:29:43
3,CONSU,1,9.27,SMRT,GAZ,PN000004,2019/10/14 02:00:00,2019/10/16 10:29:43
4,CONSU,1,2.36,SMRT,GAZ,PN000004,2019/10/14 03:00:00,2019/10/16 10:29:43
5,CONSU,1,11.83,SMRT,GAZ,PN000004,2019/10/14 04:00:00,2019/10/16 10:29:43
6,CONSU,1,19.6,SMRT,GAZ,PN000004,2019/10/14 05:00:00,2019/10/16 10:29:43
7,CONSU,1,2.36,SMRT,GAZ,PN000004,2019/10/14 06:00:00,2019/10/16 10:29:43
8,CONSU,1,18.97,SMRT,GAZ,PN000004,2019/10/14 07:00:00,2019/10/16 10:29:43
9,CONSU,1,9.95,SMRT,GAZ,PN000004,2019/10/14 08:00:00,2019/10/16 10:29:43
10,CONSU,1,10.91,SMRT,GAZ,PN000004,2019/10/14 09:00:00,2019/10/16 10:29:43
11,CONSU,1,3.18,SMRT,GAZ,PN000004,2019/10/14 10:00:00,2019/10/16 10:29:43
12,CONSU,1,0.67,SMRT,GAZ,PN000004,2019/10/14 11:00:00,2019/10/16 10:29:43
13,CONSU,1,3.53,SMRT,GAZ,PN000004,2019/10/14 12:00:00,2019/10/16 10:29:43
14,CONSU,1,10.28,SMRT,GAZ,PN000004,2019/10/14 13:00:00,2019/10/16 10:29:43
15,CONSU,1,19.89,SMRT,GAZ,PN000004,2019/10/14 14:00:00,2019/10/16 10:29:43
16,CONSU,1,2.97,SMRT,GAZ,PN000004,2019/10/14 15:00:00,2019/10/16 10:29:43
17,CONSU,1,1.69,SMRT,GAZ,PN000004,2019/10/14 16:00:00,2019/10/16 10:29:43
18,CONSU,1,4.87,SMRT,GAZ,PN000004,2019/10/14 17:00:00,2019/10/16 10:29:43
19,CONSU,1,6.69,SMRT,GAZ,PN000004,2019/10/14 18:00:00,2019/10/16 10:29:43
20,CONSU,1,11.11,SMRT,GAZ,PN000004,2019/10/14 19:00:00,2019/10/16 10:29:43
21,CONSU,1,6.34,SMRT,GAZ,PN000004,2019/10/14 20:00:00,2019/10/16 10:29:43
22,CONSU,1,16.02,SMRT,GAZ,PN000004,2019/10/14 21:00:00,2019/10/16 10:29:43
23,CONSU,1,14.32,SMRT,GAZ,PN000004,2019/10/14 22:00:00,2019/10/16 10:29:43
24,CONSU,1,10.46,SMRT,GAZ,PN000004,2019/10/14 23:00:00,2019/10/16 10:29:43
25,CONSU,1,19.38,SMRT,GAZ,PN000004,2019/10/15 00:00:00,2019/10/16 10:29:43
26,CONSU,1,0.82,SMRT,GAZ,PN000004,2019/10/15 01:00:00,2019/10/16 10:29:43
27,CONSU,1,9.51,SMRT,GAZ,PN000004,2019/10/15 02:00:00,2019/10/16 10:29:43
28,CONSU,1,10.44,SMRT,GAZ,PN000004,2019/10/15 03:00:00,2019/10/16 10:29:43
29,CONSU,1,1.82,SMRT,GAZ,PN000004,2019/10/15 04:00:00,2019/10/16 10:29:43
30,CONSU,1,18.29,SMRT,GAZ,PN000004,2019/10/15 05:00:00,2019/10/16 10:29:43
31,CONSU,1,13.9,SMRT,GAZ,PN000004,2019/10/15 06:00:00,2019/10/16 10:29:43
32,CONSU,1,10.4,SMRT,GAZ,PN000004,2019/10/15 07:00:00,2019/10/16 10:29:43
33,CONSU,1,13.09,SMRT,GAZ,PN000004,2019/10/15 08:00:00,2019/10/16 10:29:43
34,CONSU,1,11.15,SMRT,GAZ,PN000004,2019/10/15 09:00:00,2019/10/16 10:29:43
35,CONSU,1,14.76,SMRT,GAZ,PN000004,2019/10/15 10:00:00,2019/10/16 10:29:43
36,CONSU,1,4.77,SMRT,GAZ,PN000004,2019/10/15 11:00:00,2019/10/16 10:29:43
37,CONSU,1,18.52,SMRT,GAZ,PN000004,2019/10/15 12:00:00,2019/10/16 10:29:43
38,CONSU,1,2.51,SMRT,GAZ,PN000004,2019/10/15 13:00:00,2019/10/16 10:29:43
39,CONSU,1,13.31,SMRT,GAZ,PN000004,2019/10/15 14:00:00,2019/10/16 10:29:43
40,CONSU,1,2.93,SMRT,GAZ,PN000004,2019/10/15 15:00:00,2019/10/16 10:29:43
41,CONSU,1,16.6,SMRT,GAZ,PN000004,2019/10/15 16:00:00,2019/10/16 10:29:43
42,CONSU,1,2.12,SMRT,GAZ,PN000004,2019/10/15 17:00:00,2019/10/16 10:29:43
43,CONSU,1,13.62,SMRT,GAZ,PN000004,2019/10/15 18:00:00,2019/10/16 10:29:43
44,CONSU,1,16.59,SMRT,GAZ,PN000004,2019/10/15 19:00:00,2019/10/16 10:29:43
45,CONSU,1,3.36,SMRT,GAZ,PN000004,2019/10/15 20:00:00,2019/10/16 10:29:43
46,CONSU,1,3.04,SMRT,GAZ,PN000004,2019/10/15 21:00:00,2019/10/16 10:29:43
47,CONSU,1,12.11,SMRT,GAZ,PN000004,2019/10/15 22:00:00,2019/10/16 10:29:43
48,CONSU,1,19.17,SMRT,GAZ,PN000004,2019/10/15 23:00:00,2019/10/16 10:29:43
49,CONSU,1,15.46,SMRT,GAZ,PN000004,2019/10/16 00:00:00,2019/10/16 10:29:43
50,CONSU,1,6.99,SMRT,GAZ,PN000004,2019/10/16 01:00:00,2019/10/16 10:29:43
51,CONSU,2,0.04,SMRT,GAZ,PN000004,2019/10/14 01:00:00,2019/10/16 10:29:43
52,CONSU,2,13.51,SMRT,GAZ,PN000004,2019/10/14 02:00:00,2019/10/16 10:29:43
53,CONSU,2,10.91,SMRT,GAZ,PN000004,2019/10/14 03:00:00,2019/10/16 10:29:43
54,CONSU,2,9.58,SMRT,GAZ,PN000004,2019/10/14 04:00:00,2019/10/16 10:29:43
55,CONSU,2,18.0,SMRT,GAZ,PN000004,2019/10/14 05:00:00,2019/10/16 10:29:43
56,CONSU,2,2.24,SMRT,GAZ,PN000004,2019/10/14 06:00:00,2019/10/16 10:29:43
57,CONSU,2,7.04,SMRT,GAZ,PN000004,2019/10/14 07:00:00,2019/10/16 10:29:43
58,CONSU,2,4.42,SMRT,GAZ,PN000004,2019/10/14 08:00:00,2019/10/16 10:29:43
59,CONSU,2,5.8,SMRT,GAZ,PN000004,2019/10/14 09:00:00,2019/10/16 10:29:43
60,CONSU,2,1.66,SMRT,GAZ,PN000004,2019/10/14 10:00:00,2019/10/16 10:29:43
61,CONSU,2,19.2,SMRT,GAZ,PN000004,2019/10/14 11:00:00,2019/10/16 10:29:43
62,CONSU,2,18.36,SMRT,GAZ,PN000004,2019/10/14 12:00:00,2019/10/16 10:29:43
63,CONSU,2,15.59,SMRT,GAZ,PN000004,2019/10/14 13:00:00,2019/10/16 10:29:43
64,CONSU,2,6.18,SMRT,GAZ,PN000004,2019/10/14 14:00:00,2019/10/16 10:29:43
65,CONSU,2,17.39,SMRT,GAZ,PN000004,2019/10/14 15:00:00,2019/10/16 10:29:43
66,CONSU,2,16.87,SMRT,GAZ,PN000004,2019/10/14 16:00:00,2019/10/16 10:29:43
67,CONSU,2,14.77,SMRT,GAZ,PN000004,2019/10/14 17:00:00,2019/10/16 10:29:43
68,CONSU,2,10.63,SMRT,GAZ,PN000004,2019/10/14 18:00:00,2019/10/16 10:29:43
69,CONSU,2,11.91,SMRT,GAZ,PN000004,2019/10/14 19:00:00,2019/10/16 10:29:43
70,CONSU,2,13.96,SMRT,GAZ,PN000004,2019/10/14 20:00:00,2019/10/16 10:29:43
71,CONSU,2,11.9,SMRT,GAZ,PN000004,2019/10/14 21:00:00,2019/10/16 10:29:43
72,CONSU,2,12.47,SMRT,GAZ,PN000004,2019/10/14 22:00:00,2019/10/16 10:29:43
73,CONSU,2,11.23,SMRT,GAZ,PN000004,2019/10/14 23:00:00,2019/10/16 10:29:43
74,CONSU,2,7.59,SMRT,GAZ,PN000004,2019/10/15 00:00:00,2019/10/16 10:29:43
75,CONSU,2,2.52,SMRT,GAZ,PN000004,2019/10/15 01:00:00,2019/10/16 10:29:43
76,CONSU,2,9.98,SMRT,GAZ,PN000004,2019/10/15 02:00:00,2019/10/16 10:29:43
77,CONSU,2,15.64,SMRT,GAZ,PN000004,2019/10/15 03:00:00,2019/10/16 10:29:43
78,CONSU,2,12.16,SMRT,GAZ,PN000004,2019/10/15 04:00:00,2019/10/16 10:29:43
79,CONSU,2,16.6,SMRT,GAZ,PN000004,2019/10/15 05:00:00,2019/10/16 10:29:43
80,CONSU,2,5.61,SMRT,GAZ,PN000004,2019/10/15 06:00:00,2019/10/16 10:29:43
81,CONSU,2,7.97,SMRT,GAZ,PN000004,2019/10/15 07:00:00,2019/10/16 10:29:43
82,CONSU,2,6.18,SMRT,GAZ,PN000004,2019/10/15 08:00:00,2019/10/16 10:29:43
83,CONSU,2,4.4,SMRT,GAZ,PN000004,2019/10/15 09:00:00,2019/10/16 10:29:43
84,CONSU,2,0.57,SMRT,GAZ,PN000004,2019/10/15 10:00:00,2019/10/16 10:29:43
85,CONSU,2,18.56,SMRT,GAZ,PN000004,2019/10/15 11:00:00,2019/10/16 10:29:43
86,CONSU,2,16.73,SMRT,GAZ,PN000004,2019/10/15 12:00:00,2019/10/16 10:29:43
87,CONSU,2,16.01,SMRT,GAZ,PN000004,2019/10/15 13:00:00,2019/10/16 10:29:43
88,CONSU,2,2.13,SMRT,GAZ,PN000004,2019/10/15 14:00:00,2019/10/16 10:29:43
89,CONSU,2,2.67,SMRT,GAZ,PN000004,2019/10/15 15:00:00,2019/10/16 10:29:43
90,CONSU,2,15.93,SMRT,GAZ,PN000004,2019/10/15 16:00:00,2019/10/16 10:29:43
91,CONSU,2,0.47,SMRT,GAZ,PN000004,2019/10/15 17:00:00,2019/10/16 10:29:43
92,CONSU,2,19.6,SMRT,GAZ,PN000004,2019/10/15 18:00:00,2019/10/16 10:29:43
93,CONSU,2,2.18,SMRT,GAZ,PN000004,2019/10/15 19:00:00,2019/10/16 10:29:43
94,CONSU,2,3.22,SMRT,GAZ,PN000004,2019/10/15 20:00:00,2019/10/16 10:29:43
95,CONSU,2,14.38,SMRT,GAZ,PN000004,2019/10/15 21:00:00,2019/10/16 10:29:43
96,CONSU,2,19.53,SMRT,GAZ,PN000004,2019/10/15 22:00:00,2019/10/16 10:29:43
97,CONSU,2,19.97,SMRT,GAZ,PN000004,2019/10/15 23:00:00,2019/10/16 10:29:43
98,CONSU,2,16.35,SMRT,GAZ,PN000004,2019/10/16 00:00:00,2019/10/16 10:29:43
99,CONSU,2,7.91,SMRT,GAZ,PN000004,2019/10/16 01:00:00,2019/10/16 10:29:43
100,CONSU,2,12.52,SMRT,GAZ,PN000004,2019/10/16 02:00:00,2019/10/16 10:29:43
101,CONSU,2,0.55,SMRT,GAZ,PN000004,2019/10/16 03:00:00,2019/10/16 10:29:43
102,CONSU,2,14.18,SMRT,GAZ,PN000004,2019/10/16 04:00:00,2019/10/16 10:29:43
103,CONSU,2,7.8,SMRT,GAZ,PN000004,2019/10/16 05:00:00,2019/10/16 10:29:43
104,CONSU,2,14.52,SMRT,GAZ,PN000004,2019/10/16 06:00:00,2019/10/16 10:29:43
105,CONSU,2,0.74,SMRT,GAZ,PN000004,2019/10/16 07:00:00,2019/10/16 10:29:43
106,CONSU,3,9.83,SMRT,GAZ,PN000004,2019/10/14 17:00:00,2019/10/16 10:29:43
107,CONSU,3,4.12,SMRT,GAZ,PN000004,2019/10/14 18:00:00,2019/10/16 10:29:43
108,CONSU,3,13.82,SMRT,GAZ,PN000004,2019/10/14 19:00:00,2019/10/16 10:29:43
109,CONSU,3,9.76,SMRT,GAZ,PN000004,2019/10/14 20:00:00,2019/10/16 10:29:43
110,CONSU,3,19.84,SMRT,GAZ,PN000004,2019/10/14 21:00:00,2019/10/16 10:29:43
111,CONSU,3,7.52,SMRT,GAZ,PN000004,2019/10/14 22:00:00,2019/10/16 10:29:43
112,CONSU,3,6.42,SMRT,GAZ,PN000004,2019/10/14 23:00:00,2019/10/16 10:29:43
113,CONSU,3,9.57,SMRT,GAZ,PN000004,2019/10/15 00:00:00,2019/10/16 10:29:43
114,CONSU,3,17.3,SMRT,GAZ,PN000004,2019/10/15 01:00:00,2019/10/16 10:29:43
115,CONSU,3,11.4,SMRT,GAZ,PN000004,2019/10/15 02:00:00,2019/10/16 10:29:43
116,CONSU,3,14.14,SMRT,GAZ,PN000004,2019/10/15 03:00:00,2019/10/16 10:29:43
117,CONSU,3,9.76,SMRT,GAZ,PN000004,2019/10/15 04:00:00,2019/10/16 10:29:43
118,CONSU,3,3.86,SMRT,GAZ,PN000004,2019/10/15 05:00:00,2019/10/16 10:29:43
119,CONSU,3,14.83,SMRT,GAZ,PN000004,2019/10/15 06:00:00,2019/10/16 10:29:43
120,CONSU,3,2.8,SMRT,GAZ,PN000004,2019/10/15 07:00:00,2019/10/16 10:29:43
